web-scraper-order,web-scraper-start-url,page,page-href,question,underline
"1708214233-458","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","ひどい皮膚病の治癒を祈願するためにアメリカからここまでやってきた。","皮膚"
"1708214233-459","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","5. 皮膚
 ひふ
 ひはだ
 かわふ
 かわはだ",""
"1708214233-460","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","「がん」は一種の老化ですから、平均じゅみょうが延びれば、最期が「がん」になる人が増えるのは、ある意味、当然ということになります。","じゅみょう"
"1708214233-461","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","6. じゅみょう
 春命
 鋳命
 寿命
 拝命",""
"1708214233-462","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","間を取ることは、余計なことを話すよりも、ずっと効果的なのです。","余計"
"1708214233-463","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","7. 余計
 よけい
 じょけい
 よしん
 じょしん",""
"1708214233-464","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","３月２４日の８時ごろ、小学校の終了式に出席するために家を出たリンさんは、ぼうはんカメラや人目が少ない。","ぼうはん"
"1708214233-465","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","8. ぼうはん
 肪犯
 坊犯
 防犯
 妨犯",""
"1708214233-466","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","私たちが傲慢と呼ぶもの以外は残されていない。しかし私はその傲慢を無数の勇気と呼ぼう。","無数"
"1708214233-467","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","9. 無数
 ぶすう
 ぶかず
 むかず
 むすう",""
"1708214233-468","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","若い男女が苦難を共にしていくかていで、そういった感情は、さらに強まっていったと思います。","かてい"
"1708214233-469","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","10. かてい
 咼程
 禍程
 過程
 渦程",""
"1708214233-470","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","もちろん、私も職人からスタートして技術を習得しました。今は経営者となり、会社や従業員を動かすことの面白さを実感しています。","実感"
"1708214233-471","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","11. 実感
 みかん
 じつかん
 さねかん
 じっかん",""
"1708214233-472","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","様々な飲食店で経験をつみ、徐々に自分でお店を開きたいという気持ちが強くなったんです。","つみ"
"1708214233-473","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","12. つみ
 績み
 積み
 漬み
 債み",""
"1708214233-474","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","Answer Key:",""
"1708214233-475","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","Question 1: 1 (迫られた => せまられた)
Question 2: 3 (そうこ => 倉庫)
Question 3: 4 (消化 => しょうか)
Question 4: 3 (ひびく => 響く)
Question 5: 1 (皮膚 => ひふ)
Question 6: 3 (じゅみょう => 寿命)
Question 7: 1 (余計 => よけい)
Question 8: 3 (ぼうはん => 防犯)
Question 9: 4 (無数 => むすう)
Question 10: 3 (かてい => 過程)
Question 11: 4 (実感 => じっかん)
Question 12: 2 (つみ => 積み)",""
"1708214233-476","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","New words:",""
"1708214233-477","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","兵士 (heishi): soldier",""
"1708214233-478","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","踏み込む (fumikomu): to step into, to break into",""
"1708214233-479","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","パニック: panic",""
"1708214233-480","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","駆られる (karareru): to be driven by, to succumb to",""
"1708214233-481","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","急場をしのぐ (kyuuba o shinogu): to use a stopgap measure to cope with an emergency",""
"1708214233-482","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","迫る: to draw near, to press (someone for something)",""
"1708214233-483","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","砂漠 (sabaku): desert",""
"1708214233-484","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","埋もれる (umoreru): to be buried, to be hidden",""
"1708214233-485","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","遺物 (ibutsu): relic, momento",""
"1708214233-486","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","そうこ: storehouse, warehouse",""
"1708214233-487","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","運び込む (hakobikomu): to carry in, to bring in",""
"1708214233-488","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","断片 (danpen): fragment, shred",""
"1708214233-489","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","継ぎ合わせる (tsugiawaseru): to join together, to patch together",""
"1708214233-490","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","記録 (kiroku): record, document",""
"1708214233-491","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","一般的 (ippanteki): typical, general",""
"1708214233-492","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","消化: digestion",""
"1708214233-493","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","ドラマ: drama",""
"1708214233-494","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","キャラクター: character",""
"1708214233-495","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","タイプ: type, kind, sort",""
"1708214233-496","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","俳優 (haiyuu): actor, actress",""
"1708214233-497","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","追いかける (oikakeru): to chase, to pursue",""
"1708214233-498","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","ひびく: to resound, to shake, to vibrate, to make an impression",""
"1708214233-499","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","皮膚病: skin disease",""
"1708214233-500","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","治癒 (chiyu): healing, cure, recovery",""
"1708214233-501","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","祈願 (kigan): prayer",""
"1708214233-502","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","老化 (rouka): aging, senile deterioration",""
"1708214233-503","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","平均 (heikin): average",""
"1708214233-504","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","じゅみょう: life span",""
"1708214233-505","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","延びる (nobiru): to stretch, to extend",""
"1708214233-506","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","余計: too much, unnecessary",""
"1708214233-507","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","終了 (shuuryou): end, close, termination",""
"1708214233-508","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","出席 (shusseki): attendance, presence",""
"1708214233-509","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","ぼうはんカメラ: security camera",""
"1708214233-510","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","傲慢 (gouman): pride, arrogance",""
"1708214233-511","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","無数 (musuu): countless number, infinite number",""
"1708214233-512","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","勇気 (yuuki): courage, bravery, boldness",""
"1708214233-513","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","苦難 (kunan): suffering, distress",""
"1708214233-514","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","かてい: process",""
"1708214233-515","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","強まる (tsuyomaru): to get strong, to gain strength",""
"1708214233-516","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","職人 (shokunin): workers, craftsman",""
"1708214233-517","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 04","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-4/","技術 (gijutsu): art, craft, technique",""
